"","filename","identifier","date","publisher","identifier-access","dup"
"22","sim_foreign-policy-bulletin_1935-12-20_15_8.txt","sim_foreign-policy-bulletin_1935-12-20_15_8","1935-12-20","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1935-12-20_15_8",FALSE
"23","sim_foreign-policy-bulletin_1935-11-29_15_5.txt","sim_foreign-policy-bulletin_1935-11-29_15_5","1935-11-29","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1935-11-29_15_5",FALSE
"24","sim_foreign-policy-bulletin_1935-11-08_15_2.txt","sim_foreign-policy-bulletin_1935-11-08_15_2","1935-11-08","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1935-11-08_15_2",FALSE
"25","sim_foreign-policy-bulletin_1936-10-16_15_51_0.txt","sim_foreign-policy-bulletin_1936-10-16_15_51_0","1936-10-16","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-10-16_15_51_0",FALSE
"26","sim_foreign-policy-bulletin_1936-07-31_15_40.txt","sim_foreign-policy-bulletin_1936-07-31_15_40","1936-07-31","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-07-31_15_40",FALSE
"27","sim_foreign-policy-bulletin_1936-04-10_15_24.txt","sim_foreign-policy-bulletin_1936-04-10_15_24","1936-04-10","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-04-10_15_24",FALSE
"28","sim_foreign-policy-bulletin_1935-12-27_15_9.txt","sim_foreign-policy-bulletin_1935-12-27_15_9","1935-12-27","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1935-12-27_15_9",FALSE
"29","sim_foreign-policy-bulletin_1936-09-18_15_47.txt","sim_foreign-policy-bulletin_1936-09-18_15_47","1936-09-18","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-09-18_15_47",FALSE
"30","sim_foreign-policy-bulletin_1936-07-24_15_39.txt","sim_foreign-policy-bulletin_1936-07-24_15_39","1936-07-24","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-07-24_15_39",FALSE
"31","sim_foreign-policy-bulletin_1936-04-17_15_25.txt","sim_foreign-policy-bulletin_1936-04-17_15_25","1936-04-17","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-04-17_15_25",FALSE
"32","sim_foreign-policy-bulletin_1936-05-01_15_27.txt","sim_foreign-policy-bulletin_1936-05-01_15_27","1936-05-01","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-05-01_15_27",FALSE
"33","sim_foreign-policy-bulletin_1936-06-12_15_33.txt","sim_foreign-policy-bulletin_1936-06-12_15_33","1936-06-12","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-06-12_15_33",FALSE
"34","sim_foreign-policy-bulletin_1935-11-01_15_1_0.txt","sim_foreign-policy-bulletin_1935-11-01_15_1_0","1935-11-01","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1935-11-01_15_1_0",FALSE
"35","sim_foreign-policy-bulletin_1935-11-22_15_4_0.txt","sim_foreign-policy-bulletin_1935-11-22_15_4_0","1935-11-22","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1935-11-22_15_4_0",FALSE
"36","sim_foreign-policy-bulletin_1936-08-14_15_42.txt","sim_foreign-policy-bulletin_1936-08-14_15_42","1936-08-14","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-08-14_15_42",FALSE
"37","sim_foreign-policy-bulletin_1936-02-28_15_18.txt","sim_foreign-policy-bulletin_1936-02-28_15_18","1936-02-28","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-02-28_15_18",FALSE
"38","sim_foreign-policy-bulletin_1936-07-03_15_36_0.txt","sim_foreign-policy-bulletin_1936-07-03_15_36_0","1936-07-03","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-07-03_15_36_0",FALSE
"39","sim_foreign-policy-bulletin_1936-04-03_15_23_0.txt","sim_foreign-policy-bulletin_1936-04-03_15_23_0","1936-04-03","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-04-03_15_23_0",FALSE
"40","sim_foreign-policy-bulletin_1936-05-22_15_30_0.txt","sim_foreign-policy-bulletin_1936-05-22_15_30_0","1936-05-22","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-05-22_15_30_0",FALSE
"41","sim_foreign-policy-bulletin_1936-09-25_15_48.txt","sim_foreign-policy-bulletin_1936-09-25_15_48","1936-09-25","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-09-25_15_48",FALSE
"42","sim_foreign-policy-bulletin_1935-11-15_15_3.txt","sim_foreign-policy-bulletin_1935-11-15_15_3","1935-11-15","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1935-11-15_15_3",FALSE
"43","sim_foreign-policy-bulletin_1935-12-06_15_6_0.txt","sim_foreign-policy-bulletin_1935-12-06_15_6_0","1935-12-06","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1935-12-06_15_6_0",FALSE
"44","sim_foreign-policy-bulletin_1936-05-29_15_31_0.txt","sim_foreign-policy-bulletin_1936-05-29_15_31_0","1936-05-29","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-05-29_15_31_0",FALSE
"45","sim_foreign-policy-bulletin_1936-02-14_15_16_0.txt","sim_foreign-policy-bulletin_1936-02-14_15_16_0","1936-02-14","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-02-14_15_16_0",FALSE
"46","sim_foreign-policy-bulletin_1936-08-28_15_44_0.txt","sim_foreign-policy-bulletin_1936-08-28_15_44_0","1936-08-28","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-08-28_15_44_0",FALSE
"47","sim_foreign-policy-bulletin_1936-09-11_15_46_0.txt","sim_foreign-policy-bulletin_1936-09-11_15_46_0","1936-09-11","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-09-11_15_46_0",FALSE
"48","sim_foreign-policy-bulletin_1936-03-13_15_20.txt","sim_foreign-policy-bulletin_1936-03-13_15_20","1936-03-13","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-03-13_15_20",FALSE
"49","sim_foreign-policy-bulletin_1936-06-26_15_35.txt","sim_foreign-policy-bulletin_1936-06-26_15_35","1936-06-26","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-06-26_15_35",FALSE
"50","sim_foreign-policy-bulletin_1936-03-27_15_22.txt","sim_foreign-policy-bulletin_1936-03-27_15_22","1936-03-27","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-03-27_15_22",FALSE
"51","sim_foreign-policy-bulletin_1936-10-23_15_52.txt","sim_foreign-policy-bulletin_1936-10-23_15_52","1936-10-23","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-10-23_15_52",FALSE
"52","sim_foreign-policy-bulletin_1936-06-19_15_34_0.txt","sim_foreign-policy-bulletin_1936-06-19_15_34_0","1936-06-19","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-06-19_15_34_0",FALSE
"53","sim_foreign-policy-bulletin_1937-09-03_16_45.txt","sim_foreign-policy-bulletin_1937-09-03_16_45","1937-09-03","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-09-03_16_45",FALSE
"54","sim_foreign-policy-bulletin_1937-03-26_16_22.txt","sim_foreign-policy-bulletin_1937-03-26_16_22","1937-03-26","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-03-26_16_22",FALSE
"55","sim_foreign-policy-bulletin_1937-01-29_16_14.txt","sim_foreign-policy-bulletin_1937-01-29_16_14","1937-01-29","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-01-29_16_14",FALSE
"56","sim_foreign-policy-bulletin_1937-03-05_16_19.txt","sim_foreign-policy-bulletin_1937-03-05_16_19","1937-03-05","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-03-05_16_19",FALSE
"57","sim_foreign-policy-bulletin_1936-11-13_16_3.txt","sim_foreign-policy-bulletin_1936-11-13_16_3","1936-11-13","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-11-13_16_3",FALSE
"58","sim_foreign-policy-bulletin_1936-10-30_16_1.txt","sim_foreign-policy-bulletin_1936-10-30_16_1","1936-10-30","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-10-30_16_1",FALSE
"59","sim_foreign-policy-bulletin_1937-02-12_16_16.txt","sim_foreign-policy-bulletin_1937-02-12_16_16","1937-02-12","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-02-12_16_16",FALSE
"60","sim_foreign-policy-bulletin_1936-12-11_16_7.txt","sim_foreign-policy-bulletin_1936-12-11_16_7","1936-12-11","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-12-11_16_7",FALSE
"61","sim_foreign-policy-bulletin_1937-05-07_16_28_0.txt","sim_foreign-policy-bulletin_1937-05-07_16_28_0","1937-05-07","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-05-07_16_28_0",FALSE
"62","sim_foreign-policy-bulletin_1937-04-16_16_25_0.txt","sim_foreign-policy-bulletin_1937-04-16_16_25_0","1937-04-16","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-04-16_16_25_0",FALSE
"63","sim_foreign-policy-bulletin_1937-03-19_16_21_0.txt","sim_foreign-policy-bulletin_1937-03-19_16_21_0","1937-03-19","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-03-19_16_21_0",FALSE
"64","sim_foreign-policy-bulletin_1937-06-18_16_34.txt","sim_foreign-policy-bulletin_1937-06-18_16_34","1937-06-18","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-06-18_16_34",FALSE
"65","sim_foreign-policy-bulletin_1937-08-06_16_41.txt","sim_foreign-policy-bulletin_1937-08-06_16_41","1937-08-06","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-08-06_16_41",FALSE
"66","sim_foreign-policy-bulletin_1937-09-17_16_47_0.txt","sim_foreign-policy-bulletin_1937-09-17_16_47_0","1937-09-17","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-09-17_16_47_0",FALSE
"67","sim_foreign-policy-bulletin_1936-12-04_16_6_0.txt","sim_foreign-policy-bulletin_1936-12-04_16_6_0","1936-12-04","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-12-04_16_6_0",FALSE
"68","sim_foreign-policy-bulletin_1937-06-25_16_35_0.txt","sim_foreign-policy-bulletin_1937-06-25_16_35_0","1937-06-25","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-06-25_16_35_0",FALSE
"69","sim_foreign-policy-bulletin_1937-09-10_16_46_0.txt","sim_foreign-policy-bulletin_1937-09-10_16_46_0","1937-09-10","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-09-10_16_46_0",FALSE
"70","sim_foreign-policy-bulletin_1937-07-23_16_39_0.txt","sim_foreign-policy-bulletin_1937-07-23_16_39_0","1937-07-23","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-07-23_16_39_0",FALSE
"71","sim_foreign-policy-bulletin_1937-06-04_16_32_0.txt","sim_foreign-policy-bulletin_1937-06-04_16_32_0","1937-06-04","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-06-04_16_32_0",FALSE
"72","sim_foreign-policy-bulletin_1937-04-02_16_23_0.txt","sim_foreign-policy-bulletin_1937-04-02_16_23_0","1937-04-02","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-04-02_16_23_0",FALSE
"73","sim_foreign-policy-bulletin_1937-08-27_16_44_0.txt","sim_foreign-policy-bulletin_1937-08-27_16_44_0","1937-08-27","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-08-27_16_44_0",FALSE
"74","sim_foreign-policy-bulletin_1937-10-01_16_49_0.txt","sim_foreign-policy-bulletin_1937-10-01_16_49_0","1937-10-01","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-10-01_16_49_0",FALSE
"75","sim_foreign-policy-bulletin_1937-07-16_16_38_0.txt","sim_foreign-policy-bulletin_1937-07-16_16_38_0","1937-07-16","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-07-16_16_38_0",FALSE
"76","sim_foreign-policy-bulletin_1937-08-13_16_42.txt","sim_foreign-policy-bulletin_1937-08-13_16_42","1937-08-13","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-08-13_16_42",FALSE
"77","sim_foreign-policy-bulletin_1937-07-09_16_37.txt","sim_foreign-policy-bulletin_1937-07-09_16_37","1937-07-09","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-07-09_16_37",FALSE
"78","sim_foreign-policy-bulletin_1937-02-05_16_15_0.txt","sim_foreign-policy-bulletin_1937-02-05_16_15_0","1937-02-05","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-02-05_16_15_0",FALSE
"79","sim_foreign-policy-bulletin_1936-12-18_16_8_0.txt","sim_foreign-policy-bulletin_1936-12-18_16_8_0","1936-12-18","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-12-18_16_8_0",FALSE
"80","sim_foreign-policy-bulletin_1937-02-26_16_18_0.txt","sim_foreign-policy-bulletin_1937-02-26_16_18_0","1937-02-26","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-02-26_16_18_0",FALSE
"81","sim_foreign-policy-bulletin_1937-01-22_16_13_0.txt","sim_foreign-policy-bulletin_1937-01-22_16_13_0","1937-01-22","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-01-22_16_13_0",FALSE
"82","sim_foreign-policy-bulletin_1937-01-08_16_11_0.txt","sim_foreign-policy-bulletin_1937-01-08_16_11_0","1937-01-08","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-01-08_16_11_0",FALSE
"83","sim_foreign-policy-bulletin_1937-05-28_16_31_0.txt","sim_foreign-policy-bulletin_1937-05-28_16_31_0","1937-05-28","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-05-28_16_31_0",FALSE
"84","sim_foreign-policy-bulletin_1937-05-21_16_30_0.txt","sim_foreign-policy-bulletin_1937-05-21_16_30_0","1937-05-21","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-05-21_16_30_0",FALSE
"85","sim_foreign-policy-bulletin_1936-12-25_16_9_0.txt","sim_foreign-policy-bulletin_1936-12-25_16_9_0","1936-12-25","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-12-25_16_9_0",FALSE
"86","sim_foreign-policy-bulletin_1937-02-19_16_17.txt","sim_foreign-policy-bulletin_1937-02-19_16_17","1937-02-19","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-02-19_16_17",FALSE
"87","sim_foreign-policy-bulletin_1937-10-15_16_51.txt","sim_foreign-policy-bulletin_1937-10-15_16_51","1937-10-15","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-10-15_16_51",FALSE
"88","sim_foreign-policy-bulletin_1937-06-11_16_33.txt","sim_foreign-policy-bulletin_1937-06-11_16_33","1937-06-11","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-06-11_16_33",FALSE
"89","sim_foreign-policy-bulletin_1936-11-20_16_4.txt","sim_foreign-policy-bulletin_1936-11-20_16_4","1936-11-20","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-11-20_16_4",FALSE
"90","sim_foreign-policy-bulletin_1937-08-20_16_43.txt","sim_foreign-policy-bulletin_1937-08-20_16_43","1937-08-20","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-08-20_16_43",FALSE
"91","sim_foreign-policy-bulletin_1937-04-09_16_24_0.txt","sim_foreign-policy-bulletin_1937-04-09_16_24_0","1937-04-09","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-04-09_16_24_0",FALSE
"92","sim_foreign-policy-bulletin_1937-01-01_16_10_0.txt","sim_foreign-policy-bulletin_1937-01-01_16_10_0","1937-01-01","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-01-01_16_10_0",FALSE
"93","sim_foreign-policy-bulletin_1936-11-06_16_2_0.txt","sim_foreign-policy-bulletin_1936-11-06_16_2_0","1936-11-06","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-11-06_16_2_0",FALSE
"94","sim_foreign-policy-bulletin_1937-07-30_16_40_0.txt","sim_foreign-policy-bulletin_1937-07-30_16_40_0","1937-07-30","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-07-30_16_40_0",FALSE
"95","sim_foreign-policy-bulletin_1937-03-12_16_20.txt","sim_foreign-policy-bulletin_1937-03-12_16_20","1937-03-12","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-03-12_16_20",FALSE
"96","sim_foreign-policy-bulletin_1937-04-23_16_26.txt","sim_foreign-policy-bulletin_1937-04-23_16_26","1937-04-23","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-04-23_16_26",FALSE
"97","sim_foreign-policy-bulletin_1937-10-08_16_50.txt","sim_foreign-policy-bulletin_1937-10-08_16_50","1937-10-08","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-10-08_16_50",FALSE
"98","sim_foreign-policy-bulletin_1936-11-27_16_5_0.txt","sim_foreign-policy-bulletin_1936-11-27_16_5_0","1936-11-27","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1936-11-27_16_5_0",FALSE
"99","sim_foreign-policy-bulletin_1937-05-14_16_29.txt","sim_foreign-policy-bulletin_1937-05-14_16_29","1937-05-14","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-05-14_16_29",FALSE
"100","sim_foreign-policy-bulletin_1937-04-30_16_27_0.txt","sim_foreign-policy-bulletin_1937-04-30_16_27_0","1937-04-30","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-04-30_16_27_0",FALSE
"101","sim_foreign-policy-bulletin_1937-09-24_16_48.txt","sim_foreign-policy-bulletin_1937-09-24_16_48","1937-09-24","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-09-24_16_48",FALSE
"102","sim_foreign-policy-bulletin_1937-07-02_16_36_0.txt","sim_foreign-policy-bulletin_1937-07-02_16_36_0","1937-07-02","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-07-02_16_36_0",FALSE
"103","sim_foreign-policy-bulletin_1937-10-22_16_52.txt","sim_foreign-policy-bulletin_1937-10-22_16_52","1937-10-22","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-10-22_16_52",FALSE
"104","sim_foreign-policy-bulletin_1937-01-15_16_12.txt","sim_foreign-policy-bulletin_1937-01-15_16_12","1937-01-15","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-01-15_16_12",FALSE
"105","sim_foreign-policy-bulletin_1938-07-22_17_39.txt","sim_foreign-policy-bulletin_1938-07-22_17_39","1938-07-22","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-07-22_17_39",FALSE
"106","sim_foreign-policy-bulletin_1937-12-03_17_6.txt","sim_foreign-policy-bulletin_1937-12-03_17_6","1937-12-03","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-12-03_17_6",FALSE
"107","sim_foreign-policy-bulletin_1937-11-19_17_4.txt","sim_foreign-policy-bulletin_1937-11-19_17_4","1937-11-19","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-11-19_17_4",FALSE
"108","sim_foreign-policy-bulletin_1938-08-12_17_42.txt","sim_foreign-policy-bulletin_1938-08-12_17_42","1938-08-12","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-08-12_17_42",FALSE
"109","sim_foreign-policy-bulletin_1938-05-13_17_29.txt","sim_foreign-policy-bulletin_1938-05-13_17_29","1938-05-13","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-05-13_17_29",FALSE
"110","sim_foreign-policy-bulletin_1938-06-24_17_35.txt","sim_foreign-policy-bulletin_1938-06-24_17_35","1938-06-24","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-06-24_17_35",FALSE
"111","sim_foreign-policy-bulletin_1938-01-07_17_11_0.txt","sim_foreign-policy-bulletin_1938-01-07_17_11_0","1938-01-07","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-01-07_17_11_0",FALSE
"112","sim_foreign-policy-bulletin_1937-12-10_17_7_0.txt","sim_foreign-policy-bulletin_1937-12-10_17_7_0","1937-12-10","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-12-10_17_7_0",FALSE
"113","sim_foreign-policy-bulletin_1937-12-17_17_8_0.txt","sim_foreign-policy-bulletin_1937-12-17_17_8_0","1937-12-17","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-12-17_17_8_0",FALSE
"114","sim_foreign-policy-bulletin_1937-12-24_17_9_0.txt","sim_foreign-policy-bulletin_1937-12-24_17_9_0","1937-12-24","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1937-12-24_17_9_0",FALSE
"115","sim_foreign-policy-bulletin_1938-07-01_17_36_0.txt","sim_foreign-policy-bulletin_1938-07-01_17_36_0","1938-07-01","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-07-01_17_36_0",FALSE
"116","sim_foreign-policy-bulletin_1938-03-11_17_20.txt","sim_foreign-policy-bulletin_1938-03-11_17_20","1938-03-11","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-03-11_17_20",FALSE
"117","sim_foreign-policy-bulletin_1938-07-08_17_37_0.txt","sim_foreign-policy-bulletin_1938-07-08_17_37_0","1938-07-08","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-07-08_17_37_0",FALSE
"118","sim_foreign-policy-bulletin_1938-05-06_17_28_0.txt","sim_foreign-policy-bulletin_1938-05-06_17_28_0","1938-05-06","Foreign Policy Association","http://archive.org/details/sim_foreign-policy-bulletin_1938-05-06_17_28_0",FALSE
